id,TrainingName,TrainingDate,TrainingStartTime,TrainingEndTime,TrainerName,ScheduledBy,ScheduledTo,t_id,ModuleCompletion
260,Cloud Platforms,17-03-2024,10:56 AM,5:24 PM,Thea Joncic,Kermie,Employee,15,453
284,Cloud Platforms,17-10-2024,9:09 AM,5:43 PM,Bette Nisot,Christoforo,Intern,14,298
182,SQL,10-03-2023,9:39 AM,5:55 PM,Ramon Wildman,Wade,Intern,9,683
902,Data Warehouse,27-11-2021,10:41 AM,5:46 PM,Lissi Milkins,Maureen,Employee,15,36
423,OS,07-10-2023,9:56 AM,5:45 PM,Holt Huws,Mildrid,Intern,10,824
474,Python,04-07-2023,10:46 AM,5:39 PM,Mar Corkell,Nonah,Employee,14,799
168,Analytics & Reporting,01-12-2023,10:05 AM,5:02 PM,Leonelle MacMenamin,Kirstin,Intern,10,215
285,Cloud Platforms,18-04-2024,10:07 AM,5:41 PM,Quill Ludron,Antonietta,Intern,3,333
515,OS,13-10-2023,10:14 AM,5:45 PM,Levin Kleine,Flinn,Intern,1,23
933,UI/UX(Figma),26-03-2024,10:24 AM,5:12 PM,Oliy Gitthouse,Marnia,Intern,17,841
50,ADF,02-10-2021,9:53 AM,5:17 PM,Kass Splain,Johnette,Employee,15,595
272,Typescript,17-06-2021,9:45 AM,5:22 PM,Lelia Gouldthorp,Michaelina,Intern,3,298
827,Data Warehouse,16-06-2022,9:31 AM,5:56 PM,Rosa Sharnock,Cortie,Intern,12,35
396,Javascript,31-12-2023,9:37 AM,5:24 PM,Cristi Aistrop,Hernando,Intern,6,305
777,Python,29-07-2022,9:58 AM,5:15 PM,Sal Shorto,Ronni,Intern,4,833
501,DBT,25-04-2021,10:53 AM,5:14 PM,Maria Kleynermans,Paige,Intern,3,628
462,OS,24-01-2024,9:05 AM,5:20 PM,Darsie Snelgar,Ferdinanda,Intern,5,660
898,HTML&CSS,26-02-2023,9:05 AM,5:59 PM,Cliff Scotchbourouge,Grady,Intern,1,114
891,React JS,24-05-2021,10:51 AM,5:30 PM,Nefen Deathridge,Winona,Intern,16,311
261,Typescript,26-08-2023,9:01 AM,5:23 PM,Lenore Pinniger,Gilligan,Intern,9,121
509,ADF,18-04-2023,10:56 AM,5:12 PM,Dev Ferris,Paulina,Intern,17,688
168,Power BI,10-02-2023,9:59 AM,5:22 PM,Rafferty Prettjohn,Kirstin,Employee,12,480
899,Git & Version Control,03-08-2021,10:03 AM,5:21 PM,Belita Barthrop,Fergus,Employee,2,65
797,QA,04-11-2023,10:33 AM,5:05 PM,Tandy Di Meo,Belle,Intern,6,179
380,Analytics & Reporting,25-03-2021,10:29 AM,5:54 PM,Ravi enzley,Shane,Intern,14,121
479,Web Scraping,29-08-2022,10:21 AM,5:24 PM,Dolf Hammerich,Ki,Intern,2,530
79,UI Path,17-06-2024,10:42 AM,5:05 PM,Merrile Delieu,Leonie,Intern,6,532
968,React JS,03-05-2024,10:20 AM,5:20 PM,Kore Riccelli,Cindie,Intern,5,567
605,React JS,21-08-2022,9:09 AM,5:41 PM,Wolfgang Gustus,Manfred,Intern,15,805
424,Typescript,15-01-2024,10:58 AM,5:00 PM,Nadean Pudney,Shelby,Intern,15,372
55,Cloud Platforms,01-11-2023,10:49 AM,5:40 PM,Meredithe Charley,Nicky,Intern,8,855
437,Networking,23-09-2023,10:14 AM,5:57 PM,Janice Dugald,Ebba,Intern,9,691
638,ADF,20-02-2023,10:20 AM,5:53 PM,Florry Duckit,Euell,Intern,14,810
240,UI Path,03-08-2023,9:03 AM,5:53 PM,Emile Ballendine,Vincent,Intern,14,369
55,Data Warehouse,04-02-2021,9:10 AM,5:09 PM,Willette Prettyjohns,Nicky,Intern,6,776
463,Typescript,21-06-2022,9:16 AM,5:09 PM,Andie O' Finan,Toiboid,Employee,3,765
942,SQL,01-08-2023,10:38 AM,5:46 PM,Odey Degoix,Haskell,Intern,9,470
408,QA,03-01-2024,10:58 AM,5:57 PM,Gerda Denisovich,Shawnee,Intern,14,813
272,Analytics & Reporting,16-05-2022,9:05 AM,5:29 PM,Phip Rodolico,Michaelina,Employee,14,340
130,Git & Version Control,31-07-2022,9:30 AM,5:17 PM,Lacie Henrichs,Junie,Intern,17,21
182,React JS,19-09-2023,10:59 AM,5:05 PM,Martynne Jeandin,Wade,Intern,2,818
964,Software Components,08-11-2023,9:36 AM,5:20 PM,Lisbeth Heaslip,Thorin,Intern,8,82
952,ADF,18-05-2023,9:47 AM,5:04 PM,Tallou Ducrow,Angel,Intern,5,233
514,Web Scraping,26-05-2024,9:07 AM,5:30 PM,Kip Hartil,Vevay,Intern,11,734
890,ADF,13-03-2023,9:15 AM,5:14 PM,Nerti Vasichev,Stephana,Intern,14,684
493,Data Warehouse,18-03-2024,9:48 AM,5:05 PM,Lucretia Jeannesson,Radcliffe,Intern,5,184
59,Javascript,05-03-2023,9:17 AM,5:33 PM,Ezekiel Pietruschka,Zared,Intern,16,292
889,Javascript,24-08-2023,10:20 AM,5:12 PM,Stillman Juanes,Rosamund,Employee,16,725
479,Typescript,22-08-2022,9:37 AM,5:04 PM,Charmane Gridley,Ki,Employee,13,407
943,Git & Version Control,27-01-2024,10:55 AM,5:28 PM,Osbourne Gaudon,Traci,Intern,3,633
414,Software Components,25-03-2023,10:17 AM,5:15 PM,Delinda Bridel,Cassey,Intern,8,788
650,Data Warehouse,24-11-2022,9:29 AM,5:23 PM,Sibylle Son,Corrina,Employee,1,631
533,Power BI,07-01-2023,9:27 AM,5:41 PM,Flori Twelvetree,Gretal,Intern,5,247
171,Analytics & Reporting,07-05-2023,10:53 AM,5:47 PM,Peyter Kubach,Carma,Employee,16,412
359,Data Warehouse,07-11-2022,10:53 AM,5:59 PM,Cory Scatchar,Staford,Intern,14,588
509,Python,03-01-2023,10:29 AM,5:08 PM,Addy Stepto,Paulina,Intern,5,798
461,Cloud Platforms,05-10-2023,10:51 AM,5:58 PM,Balduin Cakebread,Antone,Intern,8,763
873,QA,23-04-2023,9:15 AM,5:28 PM,Seth Alvaro,Lynde,Employee,4,257
116,UI Path,28-09-2022,10:28 AM,5:04 PM,Rollins Bartlomiejczyk,Eugenia,Employee,5,330
605,Power BI,04-04-2024,9:19 AM,5:20 PM,Pail Luce,Manfred,Employee,3,484
79,HTML&CSS,06-10-2023,10:06 AM,5:20 PM,Aldrich Pavia,Leonie,Intern,3,470
232,Python,28-02-2024,10:21 AM,5:33 PM,Rosaline Powlett,Haroun,Intern,13,851
638,Data Warehouse,26-12-2023,10:20 AM,5:03 PM,Inger Collinette,Euell,Intern,10,49
260,OS,30-05-2024,10:18 AM,5:02 PM,Alyda Pencost,Kermie,Intern,3,155
925,QA,29-02-2024,10:04 AM,5:20 PM,Dorris Bartoletti,Audrye,Employee,2,36
982,Typescript,15-04-2023,10:57 AM,5:35 PM,Garret Grieswood,Tait,Employee,17,132
902,Python,17-06-2023,10:11 AM,5:55 PM,Ninon Gonthard,Maureen,Intern,14,313
509,ADF,30-11-2022,9:45 AM,5:10 PM,Jackie Humberstone,Paulina,Intern,16,29
983,QA,10-12-2024,9:43 AM,5:53 PM,Luci Jefferys,Gregg,Employee,11,662
84,Analytics & Reporting,08-11-2022,9:09 AM,5:35 PM,Nesta Loukes,Ola,Intern,4,414
479,Software Components,02-01-2025,10:10 AM,5:47 PM,Tressa Curry,Ki,Intern,16,733
626,Web Scraping,09-07-2023,10:24 AM,5:37 PM,Hedwig Etherson,Inna,Employee,16,356
908,UI/UX(Figma),25-01-2024,10:18 AM,5:46 PM,Nefen Whiffen,Sonny,Intern,5,550
743,Cloud Platforms,25-06-2023,9:43 AM,5:37 PM,Erastus Weildish,Angelica,Employee,12,64
359,Javascript,04-11-2022,10:40 AM,5:05 PM,Melli Coggen,Staford,Intern,2,654
638,Web Scraping,26-11-2023,10:13 AM,5:16 PM,Robina Selwood,Euell,Intern,2,362
487,Data Warehouse,14-09-2024,10:37 AM,5:05 PM,Chad Vivash,Janet,Employee,5,640
83,Power BI,31-05-2023,9:45 AM,5:21 PM,Hyacinthia MacNish,Riley,Intern,11,722
333,Git & Version Control,16-11-2023,10:43 AM,5:25 PM,Holden Bruffell,Rina,Intern,3,389
662,Typescript,26-05-2023,10:12 AM,5:17 PM,Park Wortt,Peirce,Employee,4,471
777,SQL,03-09-2024,10:43 AM,5:43 PM,Annalee Strathearn,Ronni,Employee,13,650
788,Web Scraping,08-09-2023,10:44 AM,5:59 PM,Gael Harden,Edi,Intern,14,218
827,Python,15-09-2024,10:58 AM,5:12 PM,Hendrika Tapner,Cortie,Employee,1,671
462,Software Components,02-03-2024,10:36 AM,5:06 PM,Lauri Jenner,Ferdinanda,Intern,9,814
969,UI Path,16-07-2023,10:47 AM,5:44 PM,Tommy Biasi,Des,Intern,2,542
909,Git & Version Control,04-10-2022,10:03 AM,5:21 PM,Cristobal Semmens,Jessica,Intern,12,458
969,Analytics & Reporting,12-01-2023,9:53 AM,5:35 PM,Magdalen Gask,Des,Employee,13,528
743,Web Scraping,15-03-2023,10:05 AM,5:11 PM,Christean Kerfod,Angelica,Intern,17,805
406,Analytics & Reporting,10-01-2024,10:07 AM,5:23 PM,Trixi Denyukhin,Guillaume,Employee,16,255
40,Python,30-06-2023,10:12 AM,5:44 PM,Trixi Hardwicke,Haskell,Employee,17,293
59,React JS,08-12-2022,9:11 AM,5:11 PM,Bryce Schulken,Zared,Intern,13,67
197,Power BI,14-08-2022,10:19 AM,5:52 PM,Friederike Aughtie,Maryl,Intern,9,96
921,Data Warehouse,22-03-2023,10:19 AM,5:50 PM,Lilli Rosellini,Courtenay,Intern,10,267
424,HTML&CSS,20-11-2022,10:14 AM,5:48 PM,Johna Yallop,Shelby,Intern,10,605
996,Analytics & Reporting,12-10-2022,9:32 AM,5:13 PM,Wylma Faragan,Colene,Intern,2,445
171,Git & Version Control,15-07-2023,10:58 AM,5:56 PM,Alis Canadine,Carma,Intern,5,180
702,SQL,29-04-2021,9:18 AM,5:52 PM,Booth Holdren,Natalina,Intern,8,675
54,HTML&CSS,27-10-2023,9:16 AM,5:28 PM,Allie Horning,Kaela,Intern,6,431
83,Analytics & Reporting,26-12-2022,10:10 AM,5:04 PM,Rhett Bursell,Riley,Employee,6,260
607,DBT,01-07-2024,10:08 AM,5:45 PM,Linet Gyves,Fletcher,Employee,1,541
70,React JS,24-03-2024,10:16 AM,5:49 PM,Deloria Vlasin,Emalee,Intern,1,407
515,Git & Version Control,01-06-2022,10:44 AM,5:27 PM,Burg Shoveller,Flinn,Intern,9,627
957,Software Components,22-09-2023,10:32 AM,5:05 PM,Titus Scrogges,Devora,Employee,8,407
311,Networking,09-12-2022,10:56 AM,5:20 PM,Janis Fulloway,Burk,Intern,1,679
40,Analytics & Reporting,25-11-2023,10:48 AM,5:19 PM,Lissa Neubigin,Haskell,Intern,7,383
613,UI/UX(Figma),08-04-2023,10:33 AM,5:01 PM,Webb Brend,Berky,Intern,10,34
324,Networking,11-06-2022,9:13 AM,5:55 PM,Jehanna Cohan,Patricia,Intern,4,228
841,Git & Version Control,03-06-2023,10:35 AM,5:36 PM,Nara Boardman,Jobye,Intern,14,387
982,DBT,11-09-2022,10:27 AM,5:50 PM,Dannie Mahoney,Tait,Employee,15,859
193,React JS,05-08-2023,9:42 AM,5:13 PM,Annalee Boldt,Gertrudis,Intern,11,600
50,OS,16-08-2022,9:35 AM,5:04 PM,Norene Brehat,Johnette,Intern,15,76
406,Web Scraping,15-06-2022,10:28 AM,5:11 PM,Isis Lathey,Guillaume,Employee,13,721
396,ADF,04-10-2023,9:10 AM,5:29 PM,Rodney Jeggo,Hernando,Employee,1,249
285,Cloud Platforms,12-01-2024,10:58 AM,5:07 PM,Maggi Kunneke,Antonietta,Intern,17,750
260,Javascript,17-02-2024,9:36 AM,5:29 PM,Netta Shane,Kermie,Intern,2,459
983,Git & Version Control,07-06-2021,10:53 AM,5:32 PM,Ignace Kahn,Gregg,Intern,1,625
613,DBT,18-09-2023,10:34 AM,5:26 PM,Peri Cannaway,Berky,Employee,14,587
171,DBT,01-02-2023,10:26 AM,5:37 PM,Veronica Fenton,Carma,Intern,7,827
184,Analytics & Reporting,16-05-2024,10:29 AM,5:55 PM,Bibby Stopforth,Pavel,Employee,9,189
505,DBT,11-07-2023,9:42 AM,5:34 PM,Lek Seine,Marylou,Intern,3,857
414,SQL,20-10-2022,10:37 AM,5:44 PM,Nataniel Kleynen,Cassey,Intern,17,753
162,Git & Version Control,30-10-2023,9:56 AM,5:24 PM,Tabitha Vango,Bax,Intern,2,7
261,ADF,14-06-2024,9:30 AM,5:49 PM,Carlen Bann,Gilligan,Intern,10,523
447,React JS,22-11-2023,10:01 AM,5:55 PM,Killie Sellner,Bartholomew,Intern,9,470
299,UI/UX(Figma),23-08-2023,9:47 AM,5:26 PM,Barron Ferrierio,Sallyanne,Intern,14,290
995,React JS,09-05-2024,10:29 AM,5:09 PM,Irita Alexandre,Loren,Intern,9,121
81,UI Path,29-10-2022,10:54 AM,5:59 PM,Eldon Lukasen,Germain,Intern,13,727
702,Python,15-05-2024,9:06 AM,5:27 PM,Lise Matessian,Natalina,Intern,1,763
176,Data Warehouse,11-12-2023,10:49 AM,5:05 PM,Melisent Bartosch,Ilaire,Intern,1,176
380,Javascript,10-06-2023,9:37 AM,5:00 PM,Mona Marran,Shane,Intern,8,246
200,HTML&CSS,26-10-2023,10:41 AM,5:14 PM,Lyda Keri,Libbey,Employee,11,502
908,ADF,23-07-2023,10:56 AM,5:02 PM,Steffen Bonifazio,Sonny,Employee,13,820
463,SQL,16-06-2023,9:15 AM,5:28 PM,Birgitta Strapp,Toiboid,Intern,12,184
197,SQL,01-05-2022,10:51 AM,5:23 PM,Susi Ervine,Maryl,Intern,5,462
891,HTML&CSS,23-05-2023,10:23 AM,5:44 PM,Dalenna Wolfers,Winona,Intern,9,173
889,Networking,27-02-2023,9:32 AM,5:47 PM,Aland Haggerston,Rosamund,Employee,15,263
311,UI/UX(Figma),13-09-2022,9:32 AM,5:16 PM,Walt Radden,Burk,Intern,17,97
908,Web Scraping,25-09-2021,9:17 AM,5:24 PM,Clive Bellon,Sonny,Employee,10,808
224,QA,18-01-2023,10:55 AM,5:31 PM,Cobbie Hartopp,Coraline,Intern,11,847
891,UI Path,13-03-2024,9:53 AM,5:49 PM,Dorri Duckels,Winona,Intern,13,681
988,Typescript,23-06-2023,9:54 AM,5:56 PM,Malena Barling,Fidela,Employee,2,77
70,UI/UX(Figma),09-09-2023,9:19 AM,5:21 PM,Vina Jillitt,Emalee,Intern,17,614
299,QA,20-05-2022,9:06 AM,5:37 PM,Ric Pearmain,Sallyanne,Intern,9,754
501,Javascript,26-10-2021,9:21 AM,5:27 PM,Chev O' Mahony,Paige,Intern,14,736
788,Power BI,07-09-2022,10:14 AM,5:20 PM,Conny Grandin,Edi,Employee,9,792
537,OS,18-05-2022,10:47 AM,5:42 PM,Elyn Karys,Devan,Employee,10,552
638,DBT,19-08-2024,9:05 AM,5:05 PM,Etty Elstob,Euell,Intern,3,279
674,UI Path,09-08-2023,10:51 AM,5:42 PM,Levi Merchant,Lorie,Intern,11,304
181,SQL,28-01-2023,9:27 AM,5:13 PM,Roland Grigori,Vonni,Intern,10,29
306,Data Warehouse,10-07-2022,9:46 AM,5:05 PM,Lyle Kyles,Andeee,Employee,1,58
626,QA,30-07-2022,10:59 AM,5:20 PM,Betsey Busst,Inna,Intern,6,483
611,Cloud Platforms,13-01-2023,9:10 AM,5:07 PM,Somerset Lothean,Ewen,Employee,15,199
261,Networking,28-08-2021,9:10 AM,5:49 PM,Lauralee Nornable,Gilligan,Intern,11,579
834,SQL,16-03-2023,10:19 AM,5:49 PM,Garrek Gronow,Bartholomeus,Intern,10,703
79,Cloud Platforms,10-09-2023,10:06 AM,5:03 PM,Kinnie Loidl,Leonie,Intern,13,661
497,UI Path,31-05-2021,10:41 AM,5:05 PM,Morty Byer,Mattias,Intern,9,108
996,ADF,23-10-2022,10:54 AM,5:31 PM,Bard Brandel,Colene,Employee,17,432
898,OS,16-12-2023,9:44 AM,5:17 PM,Creigh Horlick,Grady,Intern,17,308
743,Power BI,27-11-2023,9:56 AM,5:43 PM,Franklyn Treffrey,Angelica,Intern,3,203
952,Web Scraping,16-05-2023,9:18 AM,5:20 PM,Burch Drivers,Angel,Employee,11,580
285,Javascript,06-01-2025,10:33 AM,5:28 PM,Devland Wegener,Antonietta,Employee,1,673
411,Software Components,26-06-2023,10:19 AM,5:28 PM,Toddy Coughlan,Moss,Employee,12,321
613,React JS,30-04-2022,10:15 AM,5:59 PM,Gerri Meddows,Berky,Intern,5,530
32,Analytics & Reporting,24-05-2023,9:20 AM,5:56 PM,Adair Lankham,Kristo,Intern,6,578
891,OS,06-12-2024,9:49 AM,5:12 PM,Rockie Ketton,Winona,Intern,17,566
652,QA,05-01-2023,10:34 AM,5:52 PM,Manya Shelbourne,Jourdan,Intern,10,432
155,UI Path,25-08-2023,9:13 AM,5:31 PM,Coriss Baskerfield,Kyla,Intern,4,448
501,Javascript,29-04-2022,9:49 AM,5:54 PM,Una Atherley,Paige,Intern,11,530
493,Git & Version Control,12-07-2023,10:42 AM,5:56 PM,Rosamond Richardeau,Radcliffe,Employee,11,392
50,HTML&CSS,23-01-2025,9:56 AM,5:16 PM,Sheba Frankcombe,Johnette,Employee,5,241
162,Networking,31-01-2024,10:40 AM,5:42 PM,Rosemary Paxton,Bax,Intern,6,669
514,QA,25-06-2022,9:08 AM,5:47 PM,Orella Buttle,Vevay,Intern,15,567
777,Data Warehouse,27-07-2024,10:51 AM,5:41 PM,Jo-ann Barden,Ronni,Intern,6,570
130,Software Components,28-10-2024,10:46 AM,5:05 PM,Hyacinthe Piatkowski,Junie,Employee,17,124
479,Cloud Platforms,09-03-2024,10:12 AM,5:44 PM,Zach Yellowlea,Ki,Intern,9,773
162,Software Components,20-01-2024,9:08 AM,5:40 PM,Malinda Huett,Bax,Intern,15,859
447,Analytics & Reporting,04-03-2024,9:17 AM,5:58 PM,Kelila Daingerfield,Bartholomew,Intern,1,178
873,UI/UX(Figma),13-11-2022,9:14 AM,5:54 PM,Price Tumilson,Lynde,Intern,4,454
933,Software Components,01-02-2024,9:56 AM,5:36 PM,Vilma Peteri,Marnia,Employee,10,189
200,Javascript,09-06-2022,9:28 AM,5:10 PM,Alfred Spong,Libbey,Intern,14,839
285,ADF,26-03-2023,9:44 AM,5:38 PM,Bernard Hulks,Antonietta,Intern,8,854
171,QA,24-07-2022,9:12 AM,5:07 PM,Torrance Peschke,Carma,Intern,8,750
284,Python,21-08-2023,9:07 AM,5:19 PM,Lucky Boog,Christoforo,Intern,6,859
130,QA,17-07-2023,9:04 AM,5:04 PM,Sigismundo Longdon,Junie,Intern,8,148
19,UI Path,24-11-2023,9:19 AM,5:23 PM,Fran Gauche,Nils,Intern,10,477
677,UI/UX(Figma),01-10-2023,9:09 AM,5:49 PM,Lesli Folomkin,Ricky,Intern,14,497
19,Cloud Platforms,27-05-2022,9:11 AM,5:17 PM,Mariellen Wegman,Nils,Employee,13,588
396,UI/UX(Figma),09-11-2023,10:09 AM,5:23 PM,Cthrine Marriot,Hernando,Employee,3,483
505,SQL,02-10-2024,9:21 AM,5:04 PM,Rick Main,Marylou,Intern,12,38
506,Software Components,31-08-2022,9:34 AM,5:55 PM,Astra Rebbeck,Hunfredo,Intern,7,315
181,SQL,03-11-2023,9:21 AM,5:37 PM,Merla Symcoxe,Vonni,Intern,11,801
702,Software Components,31-10-2024,9:10 AM,5:26 PM,Nathanael Stickney,Natalina,Intern,4,539
652,Power BI,08-08-2024,9:55 AM,5:29 PM,Maurie Hurley,Jourdan,Intern,17,83
509,SQL,13-12-2023,10:43 AM,5:24 PM,Allin Croot,Paulina,Intern,11,670
380,React JS,21-01-2023,9:39 AM,5:46 PM,Fidelity Boulden,Shane,Intern,5,111
380,Data Warehouse,05-03-2024,10:26 AM,5:11 PM,Hunt Corner,Shane,Employee,15,413
506,ADF,26-01-2024,10:47 AM,5:53 PM,Horacio Maxwell,Hunfredo,Intern,11,149
645,UI/UX(Figma),18-03-2021,9:58 AM,5:14 PM,Kory Leetham,Evelin,Intern,5,307
672,OS,04-12-2022,9:54 AM,5:45 PM,Ainsley Bezants,Chere,Intern,10,52
821,Software Components,16-10-2023,10:05 AM,5:13 PM,Poul Tankus,Jackqueline,Employee,15,813
626,Analytics & Reporting,24-07-2021,10:40 AM,5:16 PM,Muffin Lejeune,Inna,Intern,11,249
925,Data Warehouse,18-01-2024,9:06 AM,5:29 PM,Augusta Eliasson,Audrye,Intern,12,164
925,UI/UX(Figma),23-11-2022,10:10 AM,5:59 PM,Mandie Peaseman,Audrye,Intern,15,848
702,UI Path,19-04-2022,9:36 AM,5:52 PM,Lorant Beslier,Natalina,Intern,2,138
899,Cloud Platforms,10-08-2022,10:45 AM,5:04 PM,Marie Danelut,Fergus,Intern,10,557
391,Git & Version Control,10-10-2022,9:48 AM,5:25 PM,Sallyann Ouldcott,Frasco,Employee,5,41
317,ADF,23-07-2022,9:43 AM,5:01 PM,Bertram Vine,Steffie,Employee,9,274
890,Web Scraping,06-11-2023,10:33 AM,5:03 PM,Waldon Woodhead,Stephana,Employee,4,71
284,Web Scraping,18-02-2023,10:23 AM,5:48 PM,Bordy Bonnaire,Christoforo,Intern,12,816
439,Power BI,10-06-2022,9:27 AM,5:50 PM,Oona Timperley,Bertrando,Intern,17,2
299,UI Path,17-12-2022,10:31 AM,5:09 PM,Lyn Huc,Sallyanne,Employee,11,319
898,Git & Version Control,10-03-2024,9:39 AM,5:04 PM,Naoma Crowth,Grady,Intern,13,532
391,React JS,09-02-2023,9:33 AM,5:32 PM,Tarra McBrearty,Frasco,Intern,16,658
775,Git & Version Control,18-05-2024,10:12 AM,5:21 PM,Tadeo Balm,Elisabetta,Intern,12,74
479,Cloud Platforms,10-02-2024,10:47 AM,5:24 PM,Thom Langton,Ki,Employee,3,595
607,SQL,19-01-2023,9:11 AM,5:43 PM,Vikki Treadway,Fletcher,Intern,5,651
317,OS,13-04-2023,10:51 AM,5:42 PM,Marian Sturmey,Steffie,Intern,10,247
171,HTML&CSS,23-04-2024,10:26 AM,5:04 PM,Lanie Denge,Carma,Intern,10,395
75,Cloud Platforms,30-06-2022,10:29 AM,5:49 PM,Archy McEvoy,Jaime,Intern,1,370
942,Data Warehouse,19-07-2023,10:20 AM,5:53 PM,Gusella Sefton,Haskell,Employee,14,694
969,Git & Version Control,10-11-2022,10:37 AM,5:22 PM,Maggee Meuse,Des,Employee,15,480
942,DBT,08-10-2021,10:31 AM,5:34 PM,Briny Crumley,Haskell,Intern,6,214
463,OS,13-11-2023,9:58 AM,5:29 PM,Jermayne Scholling,Toiboid,Intern,9,557
988,Power BI,26-03-2021,9:28 AM,5:26 PM,Mildred O'Cleary,Fidela,Intern,14,741
130,React JS,22-04-2022,10:10 AM,5:29 PM,Kimberly Ilyuchyov,Junie,Intern,6,733
533,UI/UX(Figma),30-03-2024,10:28 AM,5:38 PM,Alikee McCuis,Gretal,Intern,6,73
272,Cloud Platforms,03-03-2023,9:57 AM,5:33 PM,Sim Asquith,Michaelina,Intern,11,412
116,UI Path,23-04-2022,10:17 AM,5:02 PM,Hayes Burde,Eugenia,Intern,13,432
447,Web Scraping,05-07-2023,10:58 AM,5:30 PM,Charlton Medendorp,Bartholomew,Intern,4,843
116,HTML&CSS,11-01-2025,10:11 AM,5:54 PM,Corliss Wong,Eugenia,Intern,7,733
943,Power BI,12-09-2023,9:42 AM,5:53 PM,Richard Spears,Traci,Intern,3,528
889,Cloud Platforms,16-03-2021,10:28 AM,5:40 PM,Abraham Ethington,Rosamund,Intern,8,764
221,SQL,25-10-2022,9:59 AM,5:14 PM,Terza Deniset,Matias,Intern,4,511
19,Analytics & Reporting,14-04-2023,9:08 AM,5:53 PM,Alayne Kempshall,Nils,Employee,13,279
462,DBT,04-03-2023,10:55 AM,5:53 PM,Heidie Barks,Ferdinanda,Intern,4,251
40,QA,03-09-2023,9:08 AM,5:01 PM,Boone Chellingworth,Haskell,Intern,14,606
908,Analytics & Reporting,01-04-2024,9:25 AM,5:31 PM,Matilde Albisser,Sonny,Intern,15,148
181,Analytics & Reporting,03-10-2021,10:34 AM,5:38 PM,Claude Bleasdale,Vonni,Intern,4,743
50,DBT,19-09-2022,10:12 AM,5:02 PM,Merrilee Comiskey,Johnette,Intern,15,328
775,OS,21-01-2024,10:59 AM,5:08 PM,Diana Meardon,Elisabetta,Intern,1,534
463,Software Components,11-04-2023,10:08 AM,5:20 PM,Lauretta Jocelyn,Toiboid,Employee,4,841
380,React JS,18-06-2022,10:26 AM,5:55 PM,Gwenora Greatbanks,Shane,Intern,11,133
933,UI Path,28-10-2022,10:38 AM,5:33 PM,Barr Wollard,Marnia,Employee,17,381
411,SQL,15-04-2024,9:03 AM,5:49 PM,Joshua Gurling,Moss,Employee,3,771
461,Networking,24-10-2024,10:57 AM,5:49 PM,Meyer Doxey,Antone,Intern,17,507
497,UI Path,22-03-2024,10:27 AM,5:06 PM,Ilka Gookes,Mattias,Intern,4,248
182,UI Path,18-06-2023,9:13 AM,5:11 PM,Missy Kulver,Wade,Intern,12,685
925,Typescript,23-02-2024,10:57 AM,5:11 PM,Nanete Godsal,Audrye,Intern,15,115
232,OS,18-07-2022,10:57 AM,5:16 PM,Freddie Joynes,Haroun,Intern,5,386
54,Software Components,17-08-2023,9:42 AM,5:16 PM,Nicola Truesdale,Kaela,Intern,7,644
556,Analytics & Reporting,13-10-2024,9:53 AM,5:03 PM,Robenia Corness,Zach,Employee,15,537
83,Typescript,20-08-2024,10:39 AM,5:25 PM,Ortensia Reville,Riley,Intern,5,394
797,Networking,14-01-2024,9:23 AM,5:50 PM,Mattheus Stanmer,Belle,Employee,8,735
447,Typescript,21-07-2021,10:26 AM,5:11 PM,Olimpia Calltone,Bartholomew,Employee,1,611
306,QA,07-09-2023,10:28 AM,5:53 PM,Court Howen,Andeee,Intern,3,575
232,Networking,17-08-2024,10:04 AM,5:12 PM,Constantia Skiplorne,Haroun,Intern,1,446
423,React JS,13-08-2023,10:41 AM,5:12 PM,Heriberto Clappison,Mildrid,Employee,14,152
260,OS,05-11-2022,10:44 AM,5:36 PM,Collie Whitsun,Kermie,Intern,5,658
834,Web Scraping,11-02-2024,9:57 AM,5:42 PM,Shermy Dods,Bartholomeus,Intern,4,508
933,Networking,05-04-2023,9:34 AM,5:47 PM,Nilson Stanex,Marnia,Employee,2,277
834,UI Path,10-07-2021,9:07 AM,5:35 PM,Andriette Betts,Bartholomeus,Intern,9,133
743,ADF,28-11-2023,9:59 AM,5:00 PM,Shanan L'Amie,Angelica,Employee,4,507
652,OS,29-06-2023,9:37 AM,5:29 PM,Augusto Heitz,Jourdan,Intern,14,693
224,UI Path,10-05-2022,10:37 AM,5:20 PM,Meade Hutson,Coraline,Employee,1,50
443,Software Components,12-02-2023,9:08 AM,5:03 PM,Ive Sterzaker,Elayne,Intern,12,151
933,Networking,11-05-2023,9:33 AM,5:32 PM,Wilburt Wickes,Marnia,Intern,12,831
908,HTML&CSS,11-02-2023,9:56 AM,5:04 PM,Hamil Powrie,Sonny,Employee,6,451
320,ADF,03-05-2023,10:16 AM,5:30 PM,Leila Hutt,Karel,Intern,15,134
171,ADF,03-02-2024,9:19 AM,5:47 PM,Rog Danett,Carma,Intern,6,206
55,Javascript,27-02-2024,9:01 AM,5:40 PM,Ollie Corey,Nicky,Intern,13,750
158,Networking,02-10-2023,10:05 AM,5:28 PM,Herold Bushill,Filberto,Employee,16,275
652,QA,20-11-2021,9:58 AM,5:27 PM,Freida Scholtz,Jourdan,Intern,11,727
792,QA,27-12-2023,10:15 AM,5:42 PM,Hi Wasielewicz,Alexa,Intern,15,13
