id,Name,TrainingName,TrainerName,feedback
302,Enrico Novichenko,HTML&CSS,Bennett Clash,Excellent
47,Bert Toun,UI/UX(Figma),Fredek Sawtell,Good
893,Wallis McGovern,Typescript,Marthe Swynley,Very Good
737,Tibold Domenichelli,Software Components,Patrizio Jendas,Moderate
298,Afton Ownsworth,Web Scraping,Reinaldos McKissack,Very Good
737,Arlinda Orford,UI/UX(Figma),Casandra Reilinger,Poor
531,Annamaria Dunphy,DBT,Galven Stanborough,Very Good
549,Marguerite Weadick,Git & Version Control,Aldrich Bugge,Moderate
373,Zitella Benneyworth,Javascript,Padraic Baron,Moderate
876,Mil Gowlett,Web Scraping,Roderich Fillery,Good
913,Beatrice Kop,React JS,Gerhard Flanders,Moderate
854,Wyndham Dudbridge,UI Path,Nanete Dollard,Poor
201,Gui Ricks,Git & Version Control,Ravid Peeke-Vout,Excellent
237,Burlie Traher,Git & Version Control,Harlie Alcorn,Poor
949,Sharia O'Fogerty,Web Scraping,Jesse Worswick,Moderate
657,Nada Pydcock,Networking,Enos Housiaux,Moderate
189,Oralia Slafford,Python,Dominique Cestard,Moderate
609,Lynnell Leve,UI Path,Giacopo Buesden,Excellent
951,Catherine Etock,React JS,Millicent Greener,Good
418,Eugenie Vigours,React JS,Paco Semper,Very Good
318,Hale Labro,Git & Version Control,Rolf Hagyard,Poor
262,Beverlie Bortolini,React JS,Cully Aronowicz,Excellent
872,Marchall Whelan,Web Scraping,Billie Olin,Good
805,Leonora Dalzell,Analytics & Reporting,Merry Charer,Excellent
926,Gert Holme,Power BI,Avigdor Binham,Excellent
384,Sheffie Pheasant,DBT,Jemimah Etter,Excellent
340,Burtie Dorie,QA,Zorine Harris,Very Good
44,Crissy Boddymead,Web Scraping,Jordan Hissie,Poor
319,Callie Blaschek,QA,Sebastian Hartlebury,Very Good
14,Tracee Falconbridge,Typescript,Rosalie Lindsley,Moderate
879,Issiah Pittendreigh,Python,Ambros Vayro,Very Good
644,Paula Probbing,Typescript,Wynn Hansmann,Excellent
386,Diannne Rogeon,Software Components,Ursuline Scibsey,Poor
279,Kingsly Lemmon,OS,Kelwin Kezourec,Good
589,Renaldo Chaimson,Data Warehouse,Thaine Filippucci,Poor
138,Alanson Cullin,Analytics & Reporting,Karen Blakelock,Poor
694,Prudy Blakiston,Typescript,Mamie Halwill,Good
38,Georgeta Fivey,Typescript,Tamara De Freyne,Very Good
342,Aldric Fairley,Python,Tomasine Tampen,Poor
654,Lisabeth Saice,ADF,Philippine Gronno,Excellent
425,Merwyn Ledger,React JS,Eveline Rimell,Poor
836,Francene Crookes,UI Path,Ekaterina Jurkowski,Good
138,Parnell Meeny,Data Warehouse,Saudra Allenson,Very Good
227,Rochella von Grollmann,Analytics & Reporting,Whitby Mulder,Good
877,Brodie Browne,UI/UX(Figma),Jase Guierre,Very Good
596,Mattias Brydone,Web Scraping,Aristotle Vertigan,Good
760,Ardene Moreno,UI/UX(Figma),Allie Lehon,Excellent
794,Gherardo Weymont,Typescript,Isa Furphy,Good
980,Jean Paulson,Data Warehouse,Calla Thieme,Moderate
354,Nikolaos Attrie,React JS,Susanne Ivanenkov,Poor
198,Antoinette Dutson,Typescript,Hermon Parkyn,Poor
370,Enrika Drinkhall,Web Scraping,Archie Courtenay,Good
875,Desmund MacKomb,Git & Version Control,Aldric Castanyer,Excellent
502,Hasty Perrone,Software Components,Bastien Bangs,Good
978,Ansell Whyke,React JS,Jasun Ginnety,Very Good
199,Jeth Nockells,React JS,Ripley Cushworth,Moderate
387,Rossy Lambourne,HTML&CSS,Dionisio Proffitt,Poor
589,Jorge Gheeorghie,UI/UX(Figma),Billye Pont,Good
551,Annabel Antognetti,Networking,Tiffi Withnall,Excellent
796,Francklin Stendall,OS,Deny Elton,Poor
837,Carlotta Cruxton,Software Components,Fonzie Bradshaw,Very Good
692,Chaddy Rudkin,UI Path,Madelina Jimmes,Very Good
736,Chanda Munkley,ADF,Joan Braune,Good
68,Bibbye Cartlidge,OS,Zonnya Plaxton,Poor
226,Joachim Kurdani,QA,Englebert Colvin,Poor
140,Trstram Waring,UI Path,Alexandr Sperski,Moderate
874,Yankee Leversha,UI/UX(Figma),Georgena Enden,Very Good
8,Seumas Millbank,Typescript,Karmen Eskrick,Good
31,Charmain Woodruffe,Software Components,Janette Geraud,Moderate
528,Tomlin Chaulk,React JS,Marsh Laver,Moderate
340,Patton Devitt,DBT,Gaile Adrien,Good
392,Jilleen Hasard,SQL,Jessy Brennand,Excellent
219,Alana Cayley,Software Components,Vivienne Predohl,Poor
763,Arda Howbrook,Git & Version Control,Jard Folliss,Excellent
363,Dalton Zamora,Networking,Alyss Horlick,Good
434,Courtnay Rennebach,SQL,Whitaker Colin,Excellent
144,Myrvyn Elwyn,Cloud Platforms,Marylinda Patters,Very Good
769,Virge Hunnisett,Cloud Platforms,Ana Goudy,Very Good
810,Nobie Avison,Typescript,Orton Moult,Good
268,Raimundo Alexander,React JS,Cathlene Scoone,Poor
218,Brice Grieveson,Power BI,Reinwald Seaborne,Poor
671,Jennette Trask,OS,Thurston MacLise,Very Good
348,Bryce Gercke,UI/UX(Figma),Sonnie Measey,Good
29,Agnes Stillert,Analytics & Reporting,Berget Bever,Good
73,Diane Robak,QA,Anderea Inchan,Very Good
881,Andrei Rosentholer,Networking,Reagan Esser,Good
483,Mala Hurdedge,ADF,Sophey Skerm,Poor
573,Lemuel Cappell,React JS,Georgiana Barthelemy,Poor
773,Heida Cocks,UI Path,Ancell Erley,Moderate
903,Marylin Bansal,React JS,Marian Giuron,Excellent
235,Christan Van De Cappelle,Software Components,Leupold Gammage,Poor
389,Arnoldo Bullimore,Power BI,Ambrosi Prendergrass,Excellent
337,Giavani Summerley,Networking,Carilyn Sobieski,Poor
718,Bobby Haselup,Web Scraping,Nahum Splaven,Very Good
875,Shelly Ridgwell,UI/UX(Figma),Lorilee Cavanaugh,Moderate
105,Jonathan Pettecrew,ADF,Ainslie Blackey,Good
817,Othilie Quail,OS,Gary Darrington,Good
778,Sutherlan Flattman,ADF,Rey McIlvaney,Poor
150,Jenine Goodisson,Power BI,Paddy Dodman,Poor
179,Court Headan,Software Components,Michel Eger,Moderate
760,Mariana Graalman,QA,Liam Merman,Poor
575,Ursola Biskup,React JS,Cly Grim,Excellent
498,Quintilla Scintsbury,Cloud Platforms,Camille Thebeau,Excellent
293,Tony Burston,Networking,Gorden Millington,Poor
125,Gwynne Duhig,DBT,Marris Eilers,Excellent
617,Jordan Haldin,Power BI,Fransisco MacKintosh,Very Good
91,Minerva Itzkov,QA,Leonore Darleston,Moderate
617,Ketti Alpin,UI Path,Saundra O'Driscoll,Moderate
69,Aron Dyne,Power BI,Tallou Klainman,Very Good
370,Mandi Johnigan,SQL,Nathan Lainge,Good
365,Maureene Cuffin,Python,Riane Ixor,Good
148,Kalle Willmott,Cloud Platforms,Gennifer Gostling,Excellent
723,Demetre Bowhey,DBT,Emmet Astbury,Excellent
712,Brenda Carlisso,QA,Meg Langton,Excellent
398,Tawsha Dulinty,Git & Version Control,Rhetta Muris,Poor
231,Billie MacEnelly,React JS,Nonah Popping,Poor
802,Albertina MacMichael,HTML&CSS,Ezmeralda Castri,Good
128,Cathrin Litzmann,Data Warehouse,Melody McIlvaney,Poor
998,Whitaker Marjanski,React JS,Tony Ketley,Very Good
243,Yovonnda Gamon,Typescript,Lindy Adamowitz,Very Good
631,Jessie Aslen,Cloud Platforms,Cris Knivett,Good
157,Carmel Tooting,SQL,Blondelle Fountain,Very Good
366,Forrest Soles,UI/UX(Figma),Bernhard Schulkins,Very Good
582,Mela McKmurrie,Software Components,Britte Enterlein,Very Good
984,Mabelle Ingold,UI/UX(Figma),Silvio Bromwich,Poor
136,Maye Icke,Networking,Royce Thorneloe,Good
33,Norine Frandsen,Power BI,Eimile Jiggle,Excellent
859,Nobie Derwin,React JS,Catha Debill,Poor
782,Augustine Blakes,Data Warehouse,Julie Wildman,Poor
66,Marthe Botten,HTML&CSS,Brinn Margrem,Good
780,Gilda Mathevon,Data Warehouse,Napoleon Mayell,Excellent
381,Trefor Thorne,UI Path,Lovell Azema,Excellent
263,Timmie Olivier,Software Components,Mateo Iacomo,Poor
139,Gloriana Petzolt,SQL,Jeniece Renish,Moderate
377,Syd Washbrook,OS,Kit McArt,Good
828,Gardiner Foard,React JS,Billy Tiddeman,Very Good
960,Mace Atack,OS,Craggie O'Donoghue,Excellent
604,Nichole Giacoboni,UI Path,Dore Pund,Very Good
528,Cece Eddison,Javascript,Kristoforo Rome,Moderate
803,Reina Errichelli,UI Path,Theresa Dalgliesh,Poor
490,Corena Korfmann,HTML&CSS,Christin Mulrooney,Poor
520,Sandie Sharnock,Python,Athene Tack,Moderate
227,Erena Espadero,React JS,Algernon Whipp,Moderate
163,Cesya Joiner,QA,Rebekah Headington,Excellent
173,Elisha McVittie,QA,Haslett Pabelik,Poor
516,Catha Schutze,OS,Conrad Alenshev,Very Good
135,Bobbee Wulfinger,Power BI,Napoleon Cadalleder,Poor
776,Matty Stroobant,Python,Jackelyn Binnion,Moderate
73,Baudoin Bogue,Git & Version Control,Roland Tomkinson,Very Good
36,Mora Ivashov,Software Components,Leslie Wethered,Moderate
283,Wainwright Smith,Power BI,Deeanne Pooley,Good
454,Nadine Lockart,Cloud Platforms,Elsa Cashmore,Poor
513,Almira Dockrey,React JS,Herbert Ninnis,Good
616,Freda Shimmin,Software Components,Bruis Novello,Good
156,Vina Cuddihy,Javascript,Hadley Velti,Poor
820,Dion Nossent,QA,Zackariah Overell,Poor
998,Guglielma Poxon,Software Components,Antonino Culkin,Moderate
640,Valencia Brunger,SQL,Connie Heiner,Poor
203,Jodi Haskett,Software Components,Lory Wrangle,Very Good
817,Fern Elsey,Cloud Platforms,Livia Fenelow,Very Good
206,Becky Finder,Analytics & Reporting,Diandra Lanfer,Moderate
621,Daron Bracer,Networking,Yolanthe Cartmale,Good
518,Griz Schurcke,SQL,Calv Gladhill,Moderate
783,Sybille Paulino,Data Warehouse,Herman Kilrow,Good
102,Ninette Troup,SQL,Myrwyn Prator,Poor
869,Kristal Trass,ADF,Dame Prandi,Moderate
836,Broddie Rapelli,Power BI,Leontyne Dykins,Good
887,Floria Rhoddie,SQL,Carmella Verrall,Very Good
554,Arni Will,Cloud Platforms,Elane Cadany,Moderate
705,Freemon Camili,SQL,Rhodia Glynne,Very Good
625,Rianon Peer,Data Warehouse,Chery McCorley,Excellent
230,Letizia Plastow,DBT,Averill Oaker,Good
758,Demetris Driscoll,Power BI,Logan Ciccottini,Good
887,Brendin Gadsden,Software Components,Adrianne Arni,Excellent
567,Cordi Manktelow,Data Warehouse,Thatcher Carlyle,Good
17,Hanni Summerley,Cloud Platforms,Dulcinea Baudy,Very Good
297,Cal Fincke,Javascript,Ivett Strang,Excellent
241,Lori Ofen,Analytics & Reporting,Randi Lanyon,Very Good
390,Frederich Lindup,Python,Pippy Pirdy,Poor
601,Richart Girdlestone,Git & Version Control,Mariellen Allchorn,Very Good
740,Art Domniney,Software Components,Sebastian Denecamp,Poor
111,Lonnie Righy,Cloud Platforms,Haily Franken,Moderate
634,Yolanthe Woehler,UI Path,Nicko Rosenwasser,Moderate
812,Bliss Enever,UI Path,Lonna Steane,Poor
210,Brandy Wensley,UI/UX(Figma),Eleonora Treble,Poor
688,Sile Probbing,ADF,Willey Curston,Good
664,Aarika Lassetter,Power BI,Cecilius Gaffon,Excellent
871,Brennan Burnsides,QA,Inna Judge,Excellent
45,Art Mattheissen,Javascript,Garek Vermer,Poor
273,Pamella Goretti,Power BI,Mace Venn,Poor
11,Tann Kermott,Cloud Platforms,Joyce Luard,Poor
382,Xever Maudson,Cloud Platforms,Sharla Doley,Good
914,Otis Voice,React JS,Lurlene Twyford,Good
980,Casar Impleton,React JS,Bernardo Sijmons,Poor
998,Maegan Vella,ADF,Jerry Du Pre,Poor
789,Anallese Swatheridge,Data Warehouse,Rickard Grayne,Excellent
283,Elvera Pountney,React JS,Matias Myford,Very Good
774,Janifer Bugby,Software Components,Juline Espine,Very Good
862,Odella Houldey,HTML&CSS,Jan Reary,Good
632,Erik Moreby,Python,Enos Anderer,Excellent
897,Hewett Gooder,Web Scraping,Julio Swapp,Very Good
74,Karoline Hubane,HTML&CSS,Neala Brehault,Very Good
316,Benedict Philippart,DBT,Brod Swait,Good
941,Leila Bernaldo,React JS,Fergus Whistlecraft,Good
94,Willabella Rous,ADF,Alyssa Noni,Poor
877,Barb Bicknell,React JS,Loralie Brixey,Moderate
838,Morgan Billham,Javascript,Mada Bushen,Very Good
892,Gardener Kightly,UI/UX(Figma),Sheilah O'Gorman,Very Good
452,Duffie Pattlel,Networking,Kipp O'Gormally,Good
694,Hardy Lipprose,UI Path,Marissa Burnhard,Moderate
622,Marje Scamp,Cloud Platforms,Frants Cherrie,Excellent
209,Juditha Ciabatteri,Networking,Austin Buttfield,Moderate
432,Kirstyn Ducker,DBT,Renault Clackson,Good
594,Chrotoem Derr,Data Warehouse,Elnora Asquith,Moderate
404,Jennica Brute,HTML&CSS,Noe Karpinski,Very Good
970,Silvan Shord,Analytics & Reporting,Germaine Aiskovitch,Excellent
178,Chiarra Dodle,Javascript,Sondra Cosgrave,Poor
570,Jazmin Mariotte,React JS,Burg Gowan,Moderate
863,Waldo Whapple,Typescript,Robby Arndell,Good
1,Leann Elam,Power BI,Bernardina Kilbee,Excellent
855,Aindrea Sever,Cloud Platforms,Thayne Danick,Excellent
293,Bendicty Searles,Analytics & Reporting,Renae Spaule,Moderate
986,Ivy Rishbrook,React JS,Judith Gelsthorpe,Good
80,Virgie Mingame,OS,Codi Lomb,Poor
815,Verene Starrs,QA,Mirna Ivashinnikov,Good
187,Donny Arch,Python,Merna Dressel,Poor
28,Rosita Zanettini,Typescript,Barnard Sandercock,Very Good
498,Erhart Sarfass,Analytics & Reporting,Vonnie Gypson,Poor
802,Jo-ann Feedham,SQL,Nate Daborne,Moderate
895,Cleveland McKnish,DBT,Elise Rubenfeld,Very Good
712,Arlee Eccleshall,UI/UX(Figma),Lorain Cavy,Moderate
164,Koralle Serle,Typescript,Daron Hagston,Good
187,Kathie Braunston,HTML&CSS,Ray Huddles,Very Good
156,Bailie Black,Power BI,Rinaldo Kolak,Very Good
668,Phillipe Jandera,Data Warehouse,Romola Pethrick,Poor
129,Nikaniki Tann,ADF,Anna-diane Cuddehay,Good
764,Ivar Rarity,Data Warehouse,Gibbie Panswick,Excellent
440,Merridie Poznanski,SQL,Emilie Bertomieu,Moderate
51,Cathrine Merrett,React JS,Hersh Lambard,Good
785,Kira Matzaitis,React JS,Tansy Willett,Poor
984,Mikael Enoksson,Web Scraping,Floria Scrauniage,Poor
828,Cello McIlharga,Python,Alessandro Nolot,Poor
608,Odie Nutkin,OS,Eden Rockliffe,Excellent
604,Berta Wagen,ADF,Tod Fassan,Excellent
538,Darbee Ramsell,Power BI,Ericka Haet,Very Good
669,Bertine MacAree,Analytics & Reporting,Margeaux Ellar,Moderate
955,Dominica Beades,Web Scraping,Charles Garrold,Good
854,Conchita Creed,UI/UX(Figma),Lennie Lindores,Excellent
861,Rodd Sleight,UI/UX(Figma),Sebastiano Gives,Excellent
941,Concordia Lacasa,QA,Yves Rolstone,Poor
814,Andriette Mellers,Javascript,Lonna Clohessy,Very Good
9,Romona Lown,Data Warehouse,Husain Sulland,Poor
450,Hy Petticrow,Cloud Platforms,Valentine Coleborn,Good
457,Josepha Ponton,Analytics & Reporting,Michaella Laffin,Poor
956,Nada Normington,SQL,Bette Rawes,Very Good
718,Leupold Tewes,Javascript,Porty Plak,Excellent
170,Annadiana Marklin,HTML&CSS,Farrel Lembcke,Excellent
428,Alleyn Selkirk,DBT,Kathe Bleasby,Excellent
869,Agatha Romans,React JS,Katharyn Hasloch,Excellent
914,Gothart Skipp,DBT,Sadie Highway,Moderate
291,Corty Campanelle,Cloud Platforms,Mari Muzzi,Good
328,Fritz Elsom,HTML&CSS,Theo Kyneton,Good
132,Ruthy Showen,Software Components,Malvina Azam,Excellent
663,Moses Cutbush,Git & Version Control,Isabeau Scarratt,Excellent
409,Edlin Skoyles,Typescript,Mirabelle Barker,Poor
691,Jemie Bard,Power BI,Lyn Bampford,Excellent
857,Dorice Haseman,UI/UX(Figma),Rowe Ciccone,Poor
287,Fernande Fransewich,Typescript,Domeniga Gudgen,Good
106,Harlan Postill,Javascript,Wood Riggott,Poor
919,Emile Mumberson,Javascript,Aeriell Portlock,Good
94,Sunny Brimilcome,Power BI,Bartie Severy,Very Good
793,Amalia Petras,HTML&CSS,Bianca Putland,Excellent
8,Linell Cromarty,Javascript,Page McAloren,Very Good
910,Abbey Benam,DBT,Ophelia Millington,Moderate
386,Silvana Roblett,Javascript,Tierney Barnaclough,Poor
258,Ron Kemish,ADF,Kaylee Parrott,Good
972,Gracie Stavers,Python,Em M'Chirrie,Moderate
512,Ronald Curner,Git & Version Control,Kermit Wakeman,Moderate
237,Pamella Baford,OS,Simone Hawket,Poor
337,Katharina Kemshell,Networking,Ileane Presshaugh,Excellent
593,Thor Loos,React JS,Brigitte Rebanks,Good
419,Carolynn Cucuzza,ADF,Saraann Coger,Good
843,Murvyn Suttling,SQL,Alis Fieldgate,Moderate
595,Lee Berkery,UI Path,Leanna Cardo,Good
335,Jared Gumery,OS,Keely Alan,Very Good
601,Anneliese Horder,Python,Yulma Meldon,Excellent
570,Corly Ellinor,Cloud Platforms,Gallagher Gourdon,Excellent
161,Ario Corhard,Power BI,Chevy Peteri,Good
576,Brandy Croose,Javascript,Tristan Moulson,Poor
107,Tara Mc Dermid,Power BI,Zaccaria Ciccotti,Very Good
304,Elysia Gretton,Cloud Platforms,Rickie Waltho,Poor
961,Cristine Jakeway,Analytics & Reporting,Kenneth Millions,Very Good
888,Cornelius Murley,Power BI,Johnath Visick,Excellent
747,Jessalyn Cockarill,Software Components,Jud Thornborrow,Good
110,Gal Stuttard,Javascript,Jaime Czadla,Good
989,Swen Halley,UI/UX(Figma),Goldia Silcox,Good
347,Kaitlin Farnfield,SQL,Fanchon Stenning,Poor
706,Ruddy Rampton,Analytics & Reporting,Charlotte Lindholm,Poor
865,Daune Willstrop,OS,Jammal Pryke,Very Good
441,Eugenie Verrier,Python,Koralle Liley,Excellent
717,Sileas Viccary,UI/UX(Figma),Blondy Schrir,Very Good
80,Aigneis Lucken,Data Warehouse,Gayelord Lowerson,Excellent
939,Artus Flay,DBT,Germain Tolworth,Moderate
78,Lane Vaissiere,Javascript,Florina De Domenico,Excellent
704,Coleen Mance,Cloud Platforms,Laina Grabiec,Very Good
445,Jarret Dermott,Git & Version Control,Giffer Belcham,Excellent
781,Scott Schulken,Data Warehouse,Giacobo Rumke,Good
984,Jule Isakovic,Typescript,Allx Balint,Poor
350,Carissa Kiddle,UI Path,Elissa Elias,Poor
100,Ellette Haibel,Git & Version Control,Philis Garbutt,Good
578,Gareth Halleybone,DBT,Chet Dauncey,Good
371,Arni O'Nolan,React JS,Minnnie Drakes,Excellent
928,Joanna Blaxley,Networking,Nils Bianco,Good
624,Jacenta John,UI Path,Malcolm Coultous,Moderate
316,Graehme Faiers,ADF,Angeli Snare,Moderate
653,Elsi Muff,ADF,Lorrin Stango,Poor
25,Field Wiffield,Typescript,Junie Crusham,Good
271,Chelsey Heardman,Typescript,Lamar Gleaves,Good
255,Philippa Tomaskunas,UI/UX(Figma),Ethe Tieraney,Very Good
888,Elsinore Coventry,Web Scraping,Coral Rush,Excellent
259,Calvin Essam,SQL,Bert Branford,Moderate
425,Selene Tidball,Software Components,Lucilia Aleksandrev,Poor
138,Karlotta Neil,UI/UX(Figma),Imojean Badrick,Poor
195,Bayard Esch,DBT,Annora Gowland,Poor
95,Gawain Cuthill,React JS,Elset Easson,Poor
472,Ringo Winterbottom,Data Warehouse,Cordelie Harnett,Good
9,Abey Rycraft,HTML&CSS,Abbe Norcutt,Moderate
689,Dari Saward,QA,Retha Winslet,Excellent
669,Berry Dowles,Data Warehouse,Pail Kinch,Moderate
588,Elset Crowcum,React JS,Liva Queree,Very Good
486,Kevan Kegg,QA,Rudiger St Quenin,Moderate
681,Meridith Davidsohn,OS,Bryce Shearston,Moderate
274,Boony Papez,Networking,Alene Hunday,Good
397,Giraldo Rabidge,Web Scraping,Wanda Fraine,Poor
478,Mirella Towler,Web Scraping,Merle Hendren,Poor
736,Zach Spenton,Networking,Etheline Jellis,Moderate
13,Andree Asple,Software Components,Siward Eadmeades,Poor
410,Lorianne Awty,OS,Holli Monshall,Moderate
310,Trixie Carlill,HTML&CSS,Giuseppe Lumsden,Excellent
345,Caryl Connal,UI Path,Hillyer Dockree,Good
578,Skippie Bendson,Power BI,Gustaf Coventon,Excellent
703,Bernelle Hillum,HTML&CSS,Patin Lambrechts,Very Good
590,Angel Castel,HTML&CSS,Sharona Gregoletti,Moderate
720,Mariana Scottesmoor,Cloud Platforms,Paton Roger,Excellent
734,Linzy Pallaske,Analytics & Reporting,Hal Schimpke,Excellent
92,Nancey Tetley,React JS,Norby Seaborn,Poor
718,Hunfredo Lembke,Data Warehouse,Sawyer Shellsheere,Moderate
663,Daniel Roch,Typescript,Anallise Menci,Moderate
332,Riki Yearne,Typescript,Ira Brampton,Good
270,Lexi Bracchi,Javascript,Star Viegas,Poor
61,Everard Greet,Data Warehouse,Gnni Sellor,Very Good
409,Barney Cockaday,Cloud Platforms,Sheffie O'Nowlan,Moderate
820,Chet Crux,QA,Jack Fessier,Poor
10,Mikkel Klimecki,Cloud Platforms,Cyndi Lebreton,Moderate
250,Carlos Albisser,QA,Kaylil Abrahim,Excellent
985,Jannelle Gavriel,UI Path,Charis Harmond,Good
234,Geoff Wackley,Typescript,Doris Ackred,Excellent
71,Starr Benda,ADF,Lek Jiruca,Good
157,Grace Fishbourn,React JS,Quillan Habeshaw,Very Good
831,Lucy Blything,Cloud Platforms,Dev Sharpous,Excellent
540,Alyse Filyaev,React JS,Devon Schwandermann,Very Good
998,Bryanty Ferie,Web Scraping,Kata Havard,Moderate
407,Ruddie Pattullo,Networking,Tucker Winterson,Excellent
734,Heinrik McCarron,DBT,Adina Jephcott,Excellent
692,Mommy Willavoys,Power BI,Ken Bour,Very Good
641,Franz Verey,ADF,Vivie Gligori,Excellent
791,Omar Abrey,Analytics & Reporting,Eldon Huffer,Excellent
358,Kelsey California,React JS,Fair Connow,Good
543,Milt Hertwell,Git & Version Control,Cordy Elmhirst,Poor
971,Brian Calverley,Cloud Platforms,Chan Eirwin,Good
795,Kaycee Basek,ADF,Karim Sleightholm,Moderate
312,Bancroft Dallaway,OS,Jesse Placide,Good
16,Afton Dimitrov,HTML&CSS,Katharine Armall,Moderate
286,Brock Ilymanov,UI/UX(Figma),Timotheus Cuttelar,Excellent
542,Standford Foggarty,QA,Idaline Stegers,Poor
820,Emili Hadlow,Git & Version Control,Rosemaria Lauderdale,Very Good
776,Hilde Paulillo,ADF,Cary Jaques,Excellent
625,Elli Larcier,Power BI,Laverna Bottell,Poor
481,Luce Sarl,HTML&CSS,Vivianne Gagg,Moderate
92,Wileen Fielden,Cloud Platforms,Hanni Beamish,Good
760,Sigmund Eich,Cloud Platforms,Deanne Bursnell,Moderate
245,Hollyanne Peddowe,UI/UX(Figma),Natalee Agate,Good
140,Delly Beardwell,UI/UX(Figma),Kennedy Thacke,Poor
747,Teddy McLaverty,Power BI,Letitia Dunbar,Excellent
57,Mathe Alywin,HTML&CSS,Tilda Stronough,Excellent
157,Ferris Labb,ADF,Erina Yosselevitch,Poor
555,Peria Skoof,ADF,Olivette Tarte,Moderate
658,Debby Barks,Cloud Platforms,Collen Mewhirter,Very Good
642,Kele Gronav,Typescript,Ingmar Fairhead,Moderate
372,Kaylil Spaight,SQL,Wyatan Pryor,Very Good
555,Courtnay Wemes,Typescript,Dominga Hartness,Very Good
113,Shalne McGarrie,Web Scraping,Stillmann Schindler,Moderate
440,Gretal Willden,Typescript,Orion Warmisham,Poor
486,Terrye McKirdy,QA,Elva McLeoid,Moderate
758,Rosemonde Leaney,Cloud Platforms,Worthy Twycross,Poor
274,Grethel Portman,Power BI,Kalindi Joslow,Moderate
947,Gonzalo De Metz,HTML&CSS,Ivette Quirk,Very Good
535,Herve Suffe,React JS,Kaylyn Dombrell,Good
937,Karim Follan,React JS,Chadd Abbots,Moderate
192,Tan Laden,Networking,Lucian Sertin,Moderate
782,Misty Beckson,OS,Yank Macveigh,Good
397,Doreen Hunnawill,OS,Reider Buer,Moderate
208,Lorri Drescher,React JS,Nolly Longfield,Excellent
784,Lilah Brear,QA,Marijn Bugge,Moderate
577,Genna Reims,Cloud Platforms,Maureen Pinnion,Poor
342,Farra Poytress,Javascript,Peirce de Lloyd,Good
842,Jude Cantor,React JS,Tedman Yandle,Moderate
958,Donny McCardle,Software Components,Ardyth Akitt,Moderate
135,Yanaton Maryon,Python,Montgomery Edgcombe,Very Good
271,Loella Sonschein,UI/UX(Figma),Thibaud Grassot,Excellent
991,Shirline Guswell,Javascript,Coop Dollard,Very Good
555,Elisa Riccardo,HTML&CSS,Latrina Markie,Moderate
992,Alberta Yakushkin,UI/UX(Figma),Freedman Camings,Poor
459,Ester Habershaw,Analytics & Reporting,Julietta Cuxon,Excellent
543,Mariejeanne Hamnet,Networking,Hulda Wibrew,Moderate
123,Katherine Haggeth,Typescript,Onfre Meo,Poor
975,Gasper Climie,React JS,Quincey Fronzek,Poor
804,Mikaela Masarrat,Analytics & Reporting,Deanna Blaik,Moderate
859,Galven Hassall,Typescript,Gay Chape,Moderate
919,Luella Mammatt,DBT,Lorelei Neasham,Excellent
569,Feliks Divell,Git & Version Control,Loise Buck,Moderate
22,Arlene Trigwell,Networking,Brandais Dobsons,Poor
26,Blakelee MacSweeney,Python,Maxy Lumsden,Excellent
807,Codi Lowbridge,Python,Rocky Duggleby,Very Good
865,Danette Aliberti,Networking,Tull Station,Moderate
263,Rosalinde Flewan,Cloud Platforms,Rosanna Sink,Good
900,Rand Filipyev,UI Path,Woodman Aspenlon,Poor
118,Delmer Mottini,UI Path,Verna Giacovelli,Excellent
531,Broderic Fritz,UI/UX(Figma),Zackariah Fevier,Moderate
223,Flem Costan,Javascript,Andie Husk,Moderate
17,Rana Whayman,Data Warehouse,Abigael Liggins,Moderate
305,Demott Skerritt,DBT,Evania Goney,Moderate
857,Elora Picopp,Power BI,Julienne Sturgeon,Very Good
713,Rab Tomankowski,DBT,Jackie Beed,Moderate
7,Decca Ellph,Data Warehouse,Linzy Stirton,Excellent
746,Symon Sherston,SQL,Tarrance Ramas,Excellent
473,Stoddard Vidloc,Python,Les Rendbaek,Poor
302,Cody Drinkall,Javascript,Walliw Heskey,Very Good
85,Gwendolin Hammerstone,React JS,Marrissa Point,Moderate
31,Barbey McDowall,Analytics & Reporting,Jacquette Rainger,Moderate
73,Dareen Skells,OS,Karina Di Lucia,Excellent
63,Ameline Golt,Power BI,Padraig MacPharlain,Poor
319,Delmar Kochlin,Networking,Andris Vickars,Very Good
727,Salli Stagge,Web Scraping,Sharlene Le Monnier,Good
296,Pier Pepperrall,ADF,Zachariah Fallen,Poor
917,Waring Darrigone,Git & Version Control,Wendi Greatorex,Moderate
190,Glenden Longmore,Git & Version Control,Inglebert Plott,Very Good
704,Pammi Luddy,Analytics & Reporting,Gaultiero Laba,Excellent
138,Penelope Splevin,Javascript,Jane Rotherforth,Good
502,Cinnamon Halahan,Analytics & Reporting,Ado Fleote,Very Good
357,Maribeth Itzig,Data Warehouse,Gussie Golt,Poor
267,Hanny Bowsher,Power BI,Maible Arkil,Moderate
718,Byran Tenby,Javascript,Oates Conor,Very Good
911,Lelia Cottee,Web Scraping,Hube Ausiello,Poor
44,Sax MacLoughlin,OS,Alasteir Lefley,Poor
301,Tymon Arrandale,Analytics & Reporting,Charleen Cheverell,Very Good
