id,TrainingName,TrainingDate,TrainingStartTime,TrainingEndTime,TrainerName,ScheduledBy,ScheduledTo,t_id,ModuleCompletion
952,Python,29-05-2023,9:08 AM,5:43 PM,Alvina Killwick,Lorenza,Intern,9,736
50,SQL,25-12-2022,10:55 AM,5:41 PM,Benedetto Collyns,Toiboid,Intern,12,235
260,Cloud Platforms,17-03-2024,10:56 AM,5:24 PM,Thea Joncic,Rosamund,Employee,15,453
284,Cloud Platforms,12-01-2024,9:09 AM,5:43 PM,Bette Nisot,Flinn,Intern,14,298
182,SQL,10-03-2023,9:39 AM,5:55 PM,Ramon Wildman,Mathe,Intern,9,683
902,Data Warehouse,27-11-2023,10:41 AM,5:46 PM,Lissi Milkins,Paulina,Employee,15,36
423,OS,07-10-2023,9:56 AM,5:45 PM,Holt Huws,Hunfredo,Intern,10,824
474,Python,04-07-2023,10:46 AM,5:39 PM,Mar Corkell,Michaelina,Employee,14,799
168,Analytics & Reporting,22-01-2023,10:05 AM,5:02 PM,Leonelle MacMenamin,Mildrid,Intern,10,215
285,Cloud Platforms,26-09-2023,10:07 AM,5:41 PM,Quill Ludron,Ewen,Intern,3,333
515,OS,13-10-2023,10:14 AM,5:45 PM,Levin Kleine,Cindie,Intern,1,23
933,UI/UX(Figma),26-03-2024,10:24 AM,5:12 PM,Oliy Gitthouse,Jobye,Intern,17,841
50,ADF,02-10-2023,9:53 AM,5:17 PM,Kass Splain,Andeee,Employee,15,595
272,Typescript,15-05-2023,9:45 AM,5:22 PM,Lelia Gouldthorp,Nicolette,Intern,3,298
827,Data Warehouse,16-06-2022,9:31 AM,5:56 PM,Rosa Sharnock,Bax,Intern,12,35
396,Javascript,31-12-2023,9:37 AM,5:24 PM,Cristi Aistrop,Ricky,Intern,6,305
777,Python,29-07-2022,9:58 AM,5:15 PM,Sal Shorto,Kristo,Intern,4,833
501,DBT,25-04-2023,10:53 AM,5:14 PM,Maria Kleynermans,Nils,Intern,3,628
462,OS,24-01-2024,9:05 AM,5:20 PM,Darsie Snelgar,Lynde,Intern,5,660
898,HTML&CSS,26-02-2023,9:05 AM,5:59 PM,Cliff Scotchbourouge,Stephana,Intern,1,114
891,React JS,24-02-2024,10:51 AM,5:30 PM,Nefen Deathridge,Berky,Intern,16,311
261,Typescript,11-12-2022,9:01 AM,5:23 PM,Lenore Pinniger,Bartholomew,Intern,9,121
509,ADF,18-04-2023,10:56 AM,5:12 PM,Dev Ferris,Guillaume,Intern,17,688
168,Power BI,10-02-2023,9:59 AM,5:22 PM,Rafferty Prettjohn,Moyna,Employee,12,480
899,Git & Version Control,27-07-2023,10:03 AM,5:21 PM,Belita Barthrop,Cindie,Employee,2,65
797,QA,17-04-2023,10:33 AM,5:05 PM,Tandy Di Meo,Pavel,Intern,6,179
380,Analytics & Reporting,25-03-2023,10:29 AM,5:54 PM,Ravi enzley,Douglas,Intern,14,121
479,Web Scraping,29-08-2022,10:21 AM,5:24 PM,Dolf Hammerich,Kristo,Intern,2,530
79,UI Path,27-06-2023,10:42 AM,5:05 PM,Merrile Delieu,Gregg,Intern,6,532
968,React JS,27-01-2024,10:20 AM,5:20 PM,Kore Riccelli,Jessica,Intern,5,567
605,React JS,21-08-2022,9:09 AM,5:41 PM,Wolfgang Gustus,Devan,Intern,15,805
424,Typescript,15-01-2024,10:58 AM,5:00 PM,Nadean Pudney,Pavel,Intern,15,372
55,Cloud Platforms,01-11-2023,10:49 AM,5:40 PM,Meredithe Charley,Johnette,Intern,8,855
437,Networking,29-11-2022,10:14 AM,5:57 PM,Janice Dugald,Stanly,Intern,9,691
638,ADF,20-02-2023,10:20 AM,5:53 PM,Florry Duckit,Leonardo,Intern,14,810
240,UI Path,03-08-2023,9:03 AM,5:53 PM,Emile Ballendine,Stanly,Intern,14,369
55,Data Warehouse,04-02-2023,9:10 AM,5:09 PM,Willette Prettyjohns,Haroun,Intern,6,776
995,OS,05-12-2023,10:33 AM,5:27 PM,Kym Fancott,Moss,Intern,7,140
463,Typescript,21-06-2022,9:16 AM,5:09 PM,Andie O' Finan,Nicky,Employee,3,765
942,SQL,01-08-2023,10:38 AM,5:46 PM,Odey Degoix,Fergus,Intern,9,470
408,QA,03-01-2024,10:58 AM,5:57 PM,Gerda Denisovich,Staford,Intern,14,813
272,Analytics & Reporting,16-05-2022,9:05 AM,5:29 PM,Phip Rodolico,Alexa,Employee,14,340
130,Git & Version Control,07-07-2022,9:30 AM,5:17 PM,Lacie Henrichs,Gregg,Intern,17,21
182,React JS,27-01-2023,10:59 AM,5:05 PM,Martynne Jeandin,Vincent,Intern,2,818
964,Software Components,08-11-2023,9:36 AM,5:20 PM,Lisbeth Heaslip,Andeee,Intern,8,82
952,ADF,01-09-2022,9:47 AM,5:04 PM,Tallou Ducrow,Stephana,Intern,5,233
514,Web Scraping,23-03-2024,9:07 AM,5:30 PM,Kip Hartil,Staford,Intern,11,734
890,ADF,13-03-2023,9:15 AM,5:14 PM,Nerti Vasichev,Bartholomew,Intern,14,684
493,Data Warehouse,18-03-2024,9:48 AM,5:05 PM,Lucretia Jeannesson,Stanly,Intern,5,184
59,Javascript,05-03-2023,9:17 AM,5:33 PM,Ezekiel Pietruschka,Nonah,Intern,16,292
889,Javascript,24-08-2023,10:20 AM,5:12 PM,Stillman Juanes,Frasco,Employee,16,725
479,Typescript,22-08-2022,9:37 AM,5:04 PM,Charmane Gridley,Staford,Employee,13,407
943,Git & Version Control,24-01-2024,10:55 AM,5:28 PM,Osbourne Gaudon,Pierre,Intern,3,633
414,Software Components,15-03-2023,10:17 AM,5:15 PM,Delinda Bridel,Zach,Intern,8,788
650,Data Warehouse,24-11-2022,9:29 AM,5:23 PM,Sibylle Son,Ricky,Employee,1,631
533,Power BI,07-01-2023,9:27 AM,5:41 PM,Flori Twelvetree,Jourdan,Intern,5,247
171,Analytics & Reporting,07-05-2023,10:53 AM,5:47 PM,Peyter Kubach,Douglas,Employee,16,412
359,Data Warehouse,18-10-2022,10:53 AM,5:59 PM,Cory Scatchar,Euell,Intern,14,588
509,Python,03-01-2023,10:29 AM,5:08 PM,Addy Stepto,Ebba,Intern,5,798
461,Cloud Platforms,25-01-2023,10:51 AM,5:58 PM,Balduin Cakebread,Gretal,Intern,8,763
873,QA,14-09-2022,9:15 AM,5:28 PM,Seth Alvaro,Germain,Employee,4,257
116,UI Path,28-09-2022,10:28 AM,5:04 PM,Rollins Bartlomiejczyk,Belle,Employee,5,330
605,Power BI,22-02-2024,9:19 AM,5:20 PM,Pail Luce,Nicolette,Employee,3,484
79,HTML&CSS,06-10-2023,10:06 AM,5:20 PM,Aldrich Pavia,Peirce,Intern,3,470
232,Python,01-08-2023,10:21 AM,5:33 PM,Rosaline Powlett,Shawnee,Intern,13,851
638,Data Warehouse,26-12-2023,10:20 AM,5:03 PM,Inger Collinette,Ola,Intern,10,49
260,OS,12-10-2023,10:18 AM,5:02 PM,Alyda Pencost,Gertrudis,Intern,3,155
925,QA,05-04-2023,10:04 AM,5:20 PM,Dorris Bartoletti,Stanly,Employee,2,36
982,Typescript,15-04-2023,10:57 AM,5:35 PM,Garret Grieswood,Jobye,Employee,17,132
902,Python,17-06-2023,10:11 AM,5:55 PM,Ninon Gonthard,Colene,Intern,14,313
509,ADF,30-11-2022,9:45 AM,5:10 PM,Jackie Humberstone,Evelin,Intern,16,29
983,QA,13-01-2024,9:43 AM,5:53 PM,Luci Jefferys,Euell,Employee,11,662
84,Analytics & Reporting,08-11-2022,9:09 AM,5:35 PM,Nesta Loukes,Ewen,Intern,4,414
479,Software Components,24-02-2024,10:10 AM,5:47 PM,Tressa Curry,Fletcher,Intern,16,733
626,Web Scraping,09-07-2023,10:24 AM,5:37 PM,Hedwig Etherson,Mildrid,Employee,16,356
908,UI/UX(Figma),20-10-2023,10:18 AM,5:46 PM,Nefen Whiffen,Kaela,Intern,5,550
743,Cloud Platforms,25-06-2023,9:43 AM,5:37 PM,Erastus Weildish,Jourdan,Employee,12,64
359,Javascript,04-11-2022,10:40 AM,5:05 PM,Melli Coggen,Nicolette,Intern,2,654
638,Web Scraping,26-11-2023,10:13 AM,5:16 PM,Robina Selwood,Ola,Intern,2,362
487,Data Warehouse,26-11-2023,10:37 AM,5:05 PM,Chad Vivash,Georgy,Employee,5,640
83,Power BI,15-05-2023,9:45 AM,5:21 PM,Hyacinthia MacNish,Carmelina,Intern,11,722
333,Git & Version Control,16-11-2023,10:43 AM,5:25 PM,Holden Bruffell,Bertrando,Intern,3,389
662,Typescript,17-01-2023,10:12 AM,5:17 PM,Park Wortt,Colene,Employee,4,471
777,SQL,12-10-2023,10:43 AM,5:43 PM,Annalee Strathearn,Libbey,Employee,13,650
788,Web Scraping,31-07-2023,10:44 AM,5:59 PM,Gael Harden,Zared,Intern,14,218
827,Python,26-09-2023,10:58 AM,5:12 PM,Hendrika Tapner,Flinn,Employee,1,671
462,Software Components,02-03-2024,10:36 AM,5:06 PM,Lauri Jenner,Shawnee,Intern,9,814
969,UI Path,16-07-2023,10:47 AM,5:44 PM,Tommy Biasi,Maureen,Intern,2,542
909,Git & Version Control,04-10-2022,10:03 AM,5:21 PM,Cristobal Semmens,Gardy,Intern,12,458
969,Analytics & Reporting,12-01-2023,9:53 AM,5:35 PM,Magdalen Gask,Leonie,Employee,13,528
743,Web Scraping,13-10-2022,10:05 AM,5:11 PM,Christean Kerfod,Gregg,Intern,17,805
406,Analytics & Reporting,10-01-2024,10:07 AM,5:23 PM,Trixi Denyukhin,Edi,Employee,16,255
40,Python,22-01-2023,10:12 AM,5:44 PM,Trixi Hardwicke,Jourdan,Employee,17,293
59,React JS,08-12-2022,9:11 AM,5:11 PM,Bryce Schulken,Bartholomeus,Intern,13,67
197,Power BI,13-04-2022,10:19 AM,5:52 PM,Friederike Aughtie,Angel,Intern,9,96
921,Data Warehouse,22-03-2023,10:19 AM,5:50 PM,Lilli Rosellini,Wade,Intern,10,267
424,HTML&CSS,20-11-2022,10:14 AM,5:48 PM,Johna Yallop,Karel,Intern,10,605
996,Analytics & Reporting,07-10-2022,9:32 AM,5:13 PM,Wylma Faragan,Haskell,Intern,2,445
171,Git & Version Control,15-07-2023,10:58 AM,5:56 PM,Alis Canadine,Haskell,Intern,5,180
702,SQL,29-02-2024,9:18 AM,5:52 PM,Booth Holdren,Wade,Intern,8,675
54,HTML&CSS,27-10-2023,9:16 AM,5:28 PM,Allie Horning,Marylou,Intern,6,431
83,Analytics & Reporting,26-12-2022,10:10 AM,5:04 PM,Rhett Bursell,Natalina,Employee,6,260
607,DBT,10-08-2023,10:08 AM,5:45 PM,Linet Gyves,Loren,Employee,1,541
70,React JS,14-10-2023,10:16 AM,5:49 PM,Deloria Vlasin,Shawnee,Intern,1,407
515,Git & Version Control,01-06-2022,10:44 AM,5:27 PM,Burg Shoveller,Jobye,Intern,9,627
957,Software Components,22-09-2023,10:32 AM,5:05 PM,Titus Scrogges,Peirce,Employee,8,407
311,Networking,09-12-2022,10:56 AM,5:20 PM,Janis Fulloway,Cortie,Intern,1,679
40,Analytics & Reporting,25-11-2023,10:48 AM,5:19 PM,Lissa Neubigin,Stanly,Intern,7,383
613,UI/UX(Figma),08-04-2023,10:33 AM,5:01 PM,Webb Brend,Libbey,Intern,10,34
324,Networking,11-06-2022,9:13 AM,5:55 PM,Jehanna Cohan,Kyla,Intern,4,228
506,Git & Version Control,24-02-2024,9:06 AM,5:59 PM,Nolan Benzies,Maurene,Employee,6,642
841,Git & Version Control,03-06-2023,10:35 AM,5:36 PM,Nara Boardman,Traci,Intern,14,387
982,DBT,11-09-2022,10:27 AM,5:50 PM,Dannie Mahoney,Maryl,Employee,15,859
193,React JS,05-08-2023,9:42 AM,5:13 PM,Annalee Boldt,Lynde,Intern,11,600
50,OS,01-06-2022,9:35 AM,5:04 PM,Norene Brehat,Antonietta,Intern,15,76
406,Web Scraping,15-06-2022,10:28 AM,5:11 PM,Isis Lathey,Mattias,Employee,13,721
396,ADF,04-10-2023,9:10 AM,5:29 PM,Rodney Jeggo,Junie,Employee,1,249
285,Cloud Platforms,28-06-2023,10:58 AM,5:07 PM,Maggi Kunneke,Haroun,Intern,17,750
260,Javascript,17-02-2024,9:36 AM,5:29 PM,Netta Shane,Emalee,Intern,2,459
983,Git & Version Control,21-08-2022,10:53 AM,5:32 PM,Ignace Kahn,Gardy,Intern,1,625
613,DBT,06-09-2023,10:34 AM,5:26 PM,Peri Cannaway,Natalina,Employee,14,587
171,DBT,04-10-2022,10:26 AM,5:37 PM,Veronica Fenton,Grady,Intern,7,827
184,Analytics & Reporting,22-08-2023,10:29 AM,5:55 PM,Bibby Stopforth,Gretal,Employee,9,189
505,DBT,01-04-2023,9:42 AM,5:34 PM,Lek Seine,Coraline,Intern,3,857
414,SQL,20-10-2022,10:37 AM,5:44 PM,Nataniel Kleynen,Haskell,Intern,17,753
162,Git & Version Control,08-02-2023,9:56 AM,5:24 PM,Tabitha Vango,Riley,Intern,2,7
261,ADF,01-11-2023,9:30 AM,5:49 PM,Carlen Bann,Zared,Intern,10,523
224,Data Warehouse,16-05-2022,10:53 AM,5:16 PM,Rosella Matevosian,Elisabetta,Intern,1,528
447,React JS,18-10-2023,10:01 AM,5:55 PM,Killie Sellner,Elayne,Intern,9,470
299,UI/UX(Figma),23-08-2023,9:47 AM,5:26 PM,Barron Ferrierio,Haskell,Intern,14,290
995,React JS,22-08-2023,10:29 AM,5:09 PM,Irita Alexandre,Antonietta,Intern,9,121
81,UI Path,04-10-2022,10:54 AM,5:59 PM,Eldon Lukasen,Antonietta,Intern,13,727
702,Python,14-11-2023,9:06 AM,5:27 PM,Lise Matessian,Gregg,Intern,1,763
176,Data Warehouse,11-12-2023,10:49 AM,5:05 PM,Melisent Bartosch,Douglas,Intern,1,176
380,Javascript,10-06-2023,9:37 AM,5:00 PM,Mona Marran,Radcliffe,Intern,8,246
200,HTML&CSS,26-10-2023,10:41 AM,5:14 PM,Lyda Keri,Jourdan,Employee,11,502
908,ADF,08-11-2022,10:56 AM,5:02 PM,Steffen Bonifazio,Colene,Employee,13,820
463,SQL,12-01-2023,9:15 AM,5:28 PM,Birgitta Strapp,Natalina,Intern,12,184
197,SQL,01-05-2022,10:51 AM,5:23 PM,Susi Ervine,Fergus,Intern,5,462
891,HTML&CSS,23-05-2023,10:23 AM,5:44 PM,Dalenna Wolfers,Ola,Intern,9,173
889,Networking,27-02-2023,9:32 AM,5:47 PM,Aland Haggerston,Elisabetta,Employee,15,263
311,UI/UX(Figma),13-09-2022,9:32 AM,5:16 PM,Walt Radden,Kirstin,Intern,17,97
908,Web Scraping,05-04-2023,9:17 AM,5:24 PM,Clive Bellon,Jaime,Employee,10,808
224,QA,18-01-2023,10:55 AM,5:31 PM,Cobbie Hartopp,Cassey,Intern,11,847
891,UI Path,13-03-2024,9:53 AM,5:49 PM,Dorri Duckels,Leonardo,Intern,13,681
988,Typescript,23-06-2023,9:54 AM,5:56 PM,Malena Barling,Georgy,Employee,2,77
70,UI/UX(Figma),09-09-2023,9:19 AM,5:21 PM,Vina Jillitt,Ronni,Intern,17,614
299,QA,20-05-2022,9:06 AM,5:37 PM,Ric Pearmain,Jackqueline,Intern,9,754
501,Javascript,31-01-2023,9:21 AM,5:27 PM,Chev O' Mahony,Patricia,Intern,14,736
788,Power BI,07-09-2022,10:14 AM,5:20 PM,Conny Grandin,Emalee,Employee,9,792
537,OS,18-05-2022,10:47 AM,5:42 PM,Elyn Karys,Lorie,Employee,10,552
638,DBT,27-10-2023,9:05 AM,5:05 PM,Etty Elstob,Cassey,Intern,3,279
674,UI Path,09-08-2023,10:51 AM,5:42 PM,Levi Merchant,Nicolette,Intern,11,304
181,SQL,28-01-2023,9:27 AM,5:13 PM,Roland Grigori,Ki,Intern,10,29
306,Data Warehouse,10-07-2022,9:46 AM,5:05 PM,Lyle Kyles,Ewen,Employee,1,58
626,QA,09-05-2022,10:59 AM,5:20 PM,Betsey Busst,Belle,Intern,6,483
611,Cloud Platforms,06-01-2023,9:10 AM,5:07 PM,Somerset Lothean,Hunfredo,Employee,15,199
261,Networking,27-06-2022,9:10 AM,5:49 PM,Lauralee Nornable,Haskell,Intern,11,579
834,SQL,23-08-2022,10:19 AM,5:49 PM,Garrek Gronow,Christoforo,Intern,10,703
79,Cloud Platforms,12-04-2023,10:06 AM,5:03 PM,Kinnie Loidl,Leonardo,Intern,13,661
497,UI Path,31-05-2023,10:41 AM,5:05 PM,Morty Byer,Lorie,Intern,9,108
996,ADF,14-09-2022,10:54 AM,5:31 PM,Bard Brandel,Hernando,Employee,17,432
50,SQL,01-11-2022,9:43 AM,5:42 PM,Harriott Roels,Cassey,Intern,16,821
898,OS,16-12-2023,9:44 AM,5:17 PM,Creigh Horlick,Moyna,Intern,17,308
743,Power BI,15-06-2023,9:56 AM,5:43 PM,Franklyn Treffrey,Cassey,Intern,3,203
952,Web Scraping,20-05-2022,9:18 AM,5:20 PM,Burch Drivers,Gilligan,Employee,11,580
533,ADF,31-03-2023,10:57 AM,5:07 PM,Amata Mazzia,Vonni,Intern,8,362
285,Javascript,03-03-2024,10:33 AM,5:28 PM,Devland Wegener,Edi,Employee,1,673
411,Software Components,26-06-2023,10:19 AM,5:28 PM,Toddy Coughlan,Vincent,Employee,12,321
613,React JS,30-04-2022,10:15 AM,5:59 PM,Gerri Meddows,Devora,Intern,5,530
40,Power BI,15-11-2022,9:43 AM,5:19 PM,Joellyn Thomazet,Karel,Intern,17,44
32,Analytics & Reporting,15-06-2022,9:20 AM,5:56 PM,Adair Lankham,Matias,Intern,6,578
891,OS,23-12-2023,9:49 AM,5:12 PM,Rockie Ketton,Ronni,Intern,17,566
232,DBT,06-05-2023,9:57 AM,5:19 PM,Ryon Daglish,Leonie,Employee,11,100
652,QA,05-01-2023,10:34 AM,5:52 PM,Manya Shelbourne,Cassey,Intern,10,432
155,UI Path,20-10-2022,9:13 AM,5:31 PM,Coriss Baskerfield,Courtenay,Intern,4,448
501,Javascript,29-04-2022,9:49 AM,5:54 PM,Una Atherley,Michaelina,Intern,11,530
493,Git & Version Control,12-07-2023,10:42 AM,5:56 PM,Rosamond Richardeau,Vonni,Employee,11,392
50,HTML&CSS,23-03-2024,9:56 AM,5:16 PM,Sheba Frankcombe,Mildrid,Employee,5,241
943,Networking,08-04-2023,10:32 AM,5:20 PM,Sharla McCloid,Gretal,Intern,14,88
162,Networking,31-01-2024,10:40 AM,5:42 PM,Rosemary Paxton,Moss,Intern,6,669
514,QA,25-06-2022,9:08 AM,5:47 PM,Orella Buttle,Jobye,Intern,15,567
777,Data Warehouse,02-10-2023,10:51 AM,5:41 PM,Jo-ann Barden,Devora,Intern,6,570
130,Software Components,29-02-2024,10:46 AM,5:05 PM,Hyacinthe Piatkowski,Ferdinanda,Employee,17,124
479,Cloud Platforms,09-03-2024,10:12 AM,5:44 PM,Zach Yellowlea,Jobye,Intern,9,773
162,Software Components,20-01-2024,9:08 AM,5:40 PM,Malinda Huett,Lynde,Intern,15,859
447,Analytics & Reporting,04-03-2024,9:17 AM,5:58 PM,Kelila Daingerfield,Paige,Intern,1,178
873,UI/UX(Figma),13-11-2022,9:14 AM,5:54 PM,Price Tumilson,Guillaume,Intern,4,454
933,Software Components,01-02-2024,9:56 AM,5:36 PM,Vilma Peteri,Frasco,Employee,10,189
200,Javascript,09-06-2022,9:28 AM,5:10 PM,Alfred Spong,Vincent,Intern,14,839
285,ADF,17-08-2022,9:44 AM,5:38 PM,Bernard Hulks,Rosamund,Intern,8,854
171,QA,24-07-2022,9:12 AM,5:07 PM,Torrance Peschke,Andeee,Intern,8,750
284,Python,21-08-2023,9:07 AM,5:19 PM,Lucky Boog,Euell,Intern,6,859
130,QA,17-07-2023,9:04 AM,5:04 PM,Sigismundo Longdon,Ebba,Intern,8,148
19,UI Path,24-11-2023,9:19 AM,5:23 PM,Fran Gauche,Kristo,Intern,10,477
677,UI/UX(Figma),03-10-2022,9:09 AM,5:49 PM,Lesli Folomkin,Angelica,Intern,14,497
437,SQL,01-08-2023,10:26 AM,5:15 PM,Ferdinanda Loughton,Mildrid,Employee,5,148
19,Cloud Platforms,27-05-2022,9:11 AM,5:17 PM,Mariellen Wegman,Edi,Employee,13,588
396,UI/UX(Figma),09-11-2023,10:09 AM,5:23 PM,Cthrine Marriot,Angelica,Employee,3,483
505,SQL,31-03-2024,9:21 AM,5:04 PM,Rick Main,Traci,Intern,12,38
506,Software Components,31-08-2022,9:34 AM,5:55 PM,Astra Rebbeck,Michaelina,Intern,7,315
181,SQL,03-11-2023,9:21 AM,5:37 PM,Merla Symcoxe,Sonny,Intern,11,801
702,Software Components,05-11-2023,9:10 AM,5:26 PM,Nathanael Stickney,Maurene,Intern,4,539
652,Power BI,23-08-2023,9:55 AM,5:29 PM,Maurie Hurley,Antone,Intern,17,83
509,SQL,13-12-2023,10:43 AM,5:24 PM,Allin Croot,Karel,Intern,11,670
380,React JS,29-04-2022,9:39 AM,5:46 PM,Fidelity Boulden,Hernando,Intern,5,111
380,Data Warehouse,12-12-2023,10:26 AM,5:11 PM,Hunt Corner,Carma,Employee,15,413
506,ADF,26-01-2024,10:47 AM,5:53 PM,Horacio Maxwell,Rina,Intern,11,149
645,UI/UX(Figma),04-07-2023,9:58 AM,5:14 PM,Kory Leetham,Chere,Intern,5,307
672,OS,10-07-2022,9:54 AM,5:45 PM,Ainsley Bezants,Euell,Intern,10,52
292,HTML&CSS,20-09-2022,9:16 AM,5:13 PM,Sara-ann Cottom,Janet,Intern,10,680
821,Software Components,16-10-2023,10:05 AM,5:13 PM,Poul Tankus,Zared,Employee,15,813
84,HTML&CSS,10-11-2022,9:38 AM,5:47 PM,Mauricio Maycey,Maryl,Employee,5,273
626,Analytics & Reporting,16-12-2022,10:40 AM,5:16 PM,Muffin Lejeune,Elayne,Intern,11,249
925,Data Warehouse,25-07-2023,9:06 AM,5:29 PM,Augusta Eliasson,Jaime,Intern,12,164
925,UI/UX(Figma),23-11-2022,10:10 AM,5:59 PM,Mandie Peaseman,Loren,Intern,15,848
702,UI Path,19-04-2022,9:36 AM,5:52 PM,Lorant Beslier,Haskell,Intern,2,138
899,Cloud Platforms,10-08-2022,10:45 AM,5:04 PM,Marie Danelut,Bertrando,Intern,10,557
391,Git & Version Control,07-07-2022,9:48 AM,5:25 PM,Sallyann Ouldcott,Cassey,Employee,5,41
317,ADF,23-07-2022,9:43 AM,5:01 PM,Bertram Vine,Audrye,Employee,9,274
890,Web Scraping,06-11-2023,10:33 AM,5:03 PM,Waldon Woodhead,Maurene,Employee,4,71
284,Web Scraping,18-02-2023,10:23 AM,5:48 PM,Bordy Bonnaire,Anastassia,Intern,12,816
439,Power BI,10-06-2022,9:27 AM,5:50 PM,Oona Timperley,Vonni,Intern,17,2
299,UI Path,31-05-2022,10:31 AM,5:09 PM,Lyn Huc,Eugenia,Employee,11,319
898,Git & Version Control,25-07-2023,9:39 AM,5:04 PM,Naoma Crowth,Vevay,Intern,13,532
391,React JS,09-02-2023,9:33 AM,5:32 PM,Tarra McBrearty,Angelica,Intern,16,658
775,Git & Version Control,28-06-2023,10:12 AM,5:21 PM,Tadeo Balm,Jaime,Intern,12,74
479,Cloud Platforms,15-05-2023,10:47 AM,5:24 PM,Thom Langton,Peirce,Employee,3,595
607,SQL,19-01-2023,9:11 AM,5:43 PM,Vikki Treadway,Inna,Intern,5,651
317,OS,13-04-2023,10:51 AM,5:42 PM,Marian Sturmey,Bertrando,Intern,10,247
171,HTML&CSS,31-12-2023,10:26 AM,5:04 PM,Lanie Denge,Riley,Intern,10,395
75,Cloud Platforms,30-06-2022,10:29 AM,5:49 PM,Archy McEvoy,Ola,Intern,1,370
942,Data Warehouse,19-03-2023,10:20 AM,5:53 PM,Gusella Sefton,Angelica,Employee,14,694
969,Git & Version Control,30-07-2022,10:37 AM,5:22 PM,Maggee Meuse,Zared,Employee,15,480
942,DBT,05-01-2023,10:31 AM,5:34 PM,Briny Crumley,Maurene,Intern,6,214
463,OS,13-11-2023,9:58 AM,5:29 PM,Jermayne Scholling,Peirce,Intern,9,557
988,Power BI,26-03-2023,9:28 AM,5:26 PM,Mildred O'Cleary,Sonny,Intern,14,741
130,React JS,22-04-2022,10:10 AM,5:29 PM,Kimberly Ilyuchyov,Sonny,Intern,6,733
533,UI/UX(Figma),30-03-2024,10:28 AM,5:38 PM,Alikee McCuis,Nonah,Intern,6,73
272,Cloud Platforms,10-07-2022,9:57 AM,5:33 PM,Sim Asquith,Toiboid,Intern,11,412
116,UI Path,23-04-2022,10:17 AM,5:02 PM,Hayes Burde,Ewen,Intern,13,432
447,Web Scraping,05-07-2023,10:58 AM,5:30 PM,Charlton Medendorp,Moyna,Intern,4,843
116,HTML&CSS,15-01-2024,10:11 AM,5:54 PM,Corliss Wong,Haroun,Intern,7,733
943,Power BI,15-12-2022,9:42 AM,5:53 PM,Richard Spears,Kermie,Intern,3,528
889,Cloud Platforms,16-03-2023,10:28 AM,5:40 PM,Abraham Ethington,Fletcher,Intern,8,764
221,SQL,25-10-2022,9:59 AM,5:14 PM,Terza Deniset,Grady,Intern,4,511
19,Analytics & Reporting,14-04-2023,9:08 AM,5:53 PM,Alayne Kempshall,Marnia,Employee,13,279
462,DBT,04-03-2023,10:55 AM,5:53 PM,Heidie Barks,Georgy,Intern,4,251
40,QA,03-09-2023,9:08 AM,5:01 PM,Boone Chellingworth,Kirstin,Intern,14,606
943,React JS,04-03-2023,9:20 AM,5:24 PM,Scarface Hordell,Emalee,Intern,1,253
908,Analytics & Reporting,14-10-2023,9:25 AM,5:31 PM,Matilde Albisser,Wade,Intern,15,148
181,Analytics & Reporting,31-10-2022,10:34 AM,5:38 PM,Claude Bleasdale,Angel,Intern,4,743
652,React JS,09-09-2023,10:27 AM,5:04 PM,Waring Clappson,Moyna,Intern,6,476
50,DBT,23-07-2022,10:12 AM,5:02 PM,Merrilee Comiskey,Andeee,Intern,15,328
240,Python,18-07-2023,10:28 AM,5:24 PM,Wynny Tunsley,Johnette,Intern,8,611
775,OS,26-02-2023,10:59 AM,5:08 PM,Diana Meardon,Emalee,Intern,1,534
463,Software Components,11-04-2023,10:08 AM,5:20 PM,Lauretta Jocelyn,Ola,Employee,4,841
380,React JS,18-06-2022,10:26 AM,5:55 PM,Gwenora Greatbanks,Ferdinanda,Intern,11,133
933,UI Path,28-10-2022,10:38 AM,5:33 PM,Barr Wollard,Inna,Employee,17,381
411,SQL,06-10-2023,9:03 AM,5:49 PM,Joshua Gurling,Fidela,Employee,3,771
461,Networking,13-01-2024,10:57 AM,5:49 PM,Meyer Doxey,Shelby,Intern,17,507
840,ADF,06-07-2023,9:57 AM,5:35 PM,Letitia Swatman,Lorenza,Intern,7,856
497,UI Path,24-08-2023,10:27 AM,5:06 PM,Ilka Gookes,Lorie,Intern,4,248
514,SQL,17-11-2022,9:06 AM,5:31 PM,Nadya Rispen,Devora,Intern,1,663
182,UI Path,18-06-2023,9:13 AM,5:11 PM,Missy Kulver,Frasco,Intern,12,685
925,Typescript,12-07-2023,10:57 AM,5:11 PM,Nanete Godsal,Fergus,Intern,15,115
232,OS,29-04-2022,10:57 AM,5:16 PM,Freddie Joynes,Gilligan,Intern,5,386
54,QA,03-07-2023,9:48 AM,5:08 PM,Alexandrina McGhie,Evelin,Employee,7,155
54,Software Components,27-04-2023,9:42 AM,5:16 PM,Nicola Truesdale,Audrye,Intern,7,644
556,Analytics & Reporting,16-12-2023,9:53 AM,5:03 PM,Robenia Corness,Lynde,Employee,15,537
83,Typescript,01-01-2024,10:39 AM,5:25 PM,Ortensia Reville,Maureen,Intern,5,394
797,Networking,17-02-2023,9:23 AM,5:50 PM,Mattheus Stanmer,Sonny,Employee,8,735
